index,num,titulo,url,campo,antes,despues,evidencia
1520,000000,Full Throttle,juegos/full-throttle-jewelcase/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM
1521,000000,Prisoner of Ice,juegos/prisoner-of-ice-jewelcase/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM
1522,000000,Total Distortion,juegos/total-distortion-jewelcase/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM
1523,000000,Lands of Lore: The Throne of Chaos,juegos/lands-of-lore-the-throne-of-chaos-jewelcase/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM
1524,000000,Simon the Sorcerer,juegos/simon-the-sorcerer-jewelcase/,mercado,[],"[""España""]",descripcion: Esta edición española en CD-ROM distribuida por Erbe Software incorpora subtítulos en castellano y las voces inglesas de la versión hablada || tags: edición española
1524,000000,Simon the Sorcerer,juegos/simon-the-sorcerer-jewelcase/,idioma,[],"[""Español"", ""Inglés""]","tags: voces en inglés || tags: subtítulos en castellano || descripcion: Esta edición española en CD-ROM distribuida por Erbe Software incorpora subtítulos en castellano y las voces inglesas de la versión hablada, con Chris Barrie interpretando a Simon"
1524,000000,Simon the Sorcerer,juegos/simon-the-sorcerer-jewelcase/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM
1525,000000,Grim Fandango,juegos/grim-fandango-jewelcase/,mercado,[],"[""España""]",tags: edición española
1525,000000,Grim Fandango,juegos/grim-fandango-jewelcase/,idioma,[],"[""Español""]",tags: manual en castellano || descripcion: Esta edición física en estuche jewel case incorpora documentación en castellano y conserva el lanzamiento original para Windows en CD-ROM
1525,000000,Grim Fandango,juegos/grim-fandango-jewelcase/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM
1526,000000,The Wheel of Time,juegos/the-wheel-of-time-jewelcase/,mercado,[],"[""Europa""]",descripcion: Esta edición europea en estuche jewel case se distribuyó en dos CD-ROM y presenta documentación multilingüe en inglés || tags: edición europea
1526,000000,The Wheel of Time,juegos/the-wheel-of-time-jewelcase/,idioma,[],"[""Español"", ""Inglés"", ""Italiano"", ""Multilingüe""]","incluye: Manual en inglés, español e italiano || tags: manual multilingüe || descripcion: Esta edición europea en estuche jewel case se distribuyó en dos CD-ROM y presenta documentación multilingüe en inglés, español e italiano"
1526,000000,The Wheel of Time,juegos/the-wheel-of-time-jewelcase/,soporte,[],"[""CD-ROM""]",incluye: 2 CD-ROM
1527,000000,The Dig,juegos/the-dig-jewelcase/,mercado,[],"[""España""]",descripcion: Esta edición española para PC CD-ROM ofrece ejecución tanto en MS-DOS como en Windows 95 y conserva la localización al castellano en un formato físico representativo de la expansión del videojuego multimedia durante mediados de los años noventa || tags: edición española
1527,000000,The Dig,juegos/the-dig-jewelcase/,idioma,[],"[""Español""]",tags: software en castellano
1527,000000,The Dig,juegos/the-dig-jewelcase/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM
1528,000000,Outlaws,juegos/outlaws-jewelcase/,mercado,[],"[""España""]",descripcion: Esta edición española en formato jewel case se distribuye en dos CD-ROM e incluye manual localizado al castellano || tags: edición española
1528,000000,Outlaws,juegos/outlaws-jewelcase/,idioma,[],"[""Español""]",incluye: Manual en castellano || tags: manual en castellano || descripcion: Esta edición española en formato jewel case se distribuye en dos CD-ROM e incluye manual localizado al castellano
1528,000000,Outlaws,juegos/outlaws-jewelcase/,soporte,[],"[""CD-ROM""]",incluye: 2 CD-ROM
1529,000000,Caesar II,juegos/caesar-ii-esp-jewelcase/,mercado,[],"[""España""]",tags: edición española
1529,000000,Caesar II,juegos/caesar-ii-esp-jewelcase/,idioma,[],"[""Español""]",incluye: Manual de juego en castellano || tags: manual en castellano || descripcion: Esta edición física localizada al castellano se presenta en CD-ROM dentro de una caja jewel case e incluye manual de juego en español
1529,000000,Caesar II,juegos/caesar-ii-esp-jewelcase/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM
1530,000000,FIFA 2000,juegos/fifa-2000-jewelcase/,mercado,[],"[""Europa""]",descripcion: Esta edición europea en caja jewel case representa el periodo de consolidación anual de EA Sports en el mercado de videojuegos deportivos para PC de finales de los años noventa || tags: edición europea
1530,000000,FIFA 2000,juegos/fifa-2000-jewelcase/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM
1531,000000,Roberta Williams' Phantasmagoria,juegos/roberta-williams-phantasmagoria-jewelcase/,mercado,[],"[""Europa""]",descripcion: Esta edición europea en estuches jewel case corresponde a la versión íntegra en inglés y documenta el periodo de expansión del videojuego cinematográfico para Windows durante mediados de los años noventa || tags: edición europea
1531,000000,Roberta Williams' Phantasmagoria,juegos/roberta-williams-phantasmagoria-jewelcase/,soporte,[],"[""CD-ROM""]",incluye: 7 CD-ROM
1532,000000,Pharaoh Gold,juegos/pharaoh-gold-en-jewelcase/,soporte,[],"[""CD-ROM""]",incluye: 2 CD-ROM
1532,000000,Pharaoh Gold,juegos/pharaoh-gold-en-jewelcase/,tipo_edicion,[],"[""Compilación""]",descripcion: Pharaoh Gold es una edición recopilatoria que reúne Pharaoh y su expansión Cleopatra: Queen of the Nile en un único lanzamiento físico de dos CD-ROM
1533,000000,Starsiege Universe,juegos/starsiege-universe-jewelcase/,soporte,[],"[""CD-ROM""]",incluye: 2 CD-ROM
1533,000000,Starsiege Universe,juegos/starsiege-universe-jewelcase/,tipo_edicion,[],"[""Compilación""]","descripcion: Starsiege Universe es una recopilación para PC que reúne Starsiege y Starsiege: Tribes, dos producciones desarrolladas por Dynamix y ambientadas en el universo de ciencia ficción iniciado con Metaltech: Earthsiege"
1534,000000,Half-Life: Juego del Año,juegos/half-life-juego-del-ano-jewelcase/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM en caja jewel case
1535,000000,Daryl F. Gates' Police Quest: SWAT,juegos/daryl-f-gates-police-quest-swat-en-jewelcase/,mercado,[],"[""Europa""]",descripcion: Esta edición europea en inglés se distribuyó en un estuche jewel case múltiple y ofrece compatibilidad oficial con MS-DOS 5 || tags: edición europea
1535,000000,Daryl F. Gates' Police Quest: SWAT,juegos/daryl-f-gates-police-quest-swat-en-jewelcase/,soporte,[],"[""CD-ROM""]",incluye: 4 CD-ROM
1536,000000,Spider-Man contra Los Seis Siniestros,juegos/spider-man-contra-los-seis-siniestros-jewelcase/,mercado,[],"[""España""]",descripcion: Esta edición española de DreamBox destaca por ofrecer textos y voces en castellano y constituye una muestra representativa de las adaptaciones multimedia de personajes de cómic comercializadas para compatibles PC || tags: edición española
1536,000000,Spider-Man contra Los Seis Siniestros,juegos/spider-man-contra-los-seis-siniestros-jewelcase/,idioma,[],"[""Español""]",tags: voces en castellano || descripcion: Esta edición española de DreamBox destaca por ofrecer textos y voces en castellano y constituye una muestra representativa de las adaptaciones multimedia de personajes de cómic comercializadas para compatibles PC
1536,000000,Spider-Man contra Los Seis Siniestros,juegos/spider-man-contra-los-seis-siniestros-jewelcase/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM
1537,000000,Star Wars: X-Wing - CD-ROM para Coleccionistas,juegos/star-wars-x-wing-cd-rom-para-coleccionistas-jewelcase/,mercado,[],"[""España""]",descripcion: Edición española en CD-ROM para coleccionistas de Star Wars: X-Wing || descripcion: Esta versión localizada y distribuida en España por Erbe Software posee especial interés documental por reunir en un único soporte óptico la experiencia completa de X-Wing para MS-DOS || tags: edición española
1537,000000,Star Wars: X-Wing - CD-ROM para Coleccionistas,juegos/star-wars-x-wing-cd-rom-para-coleccionistas-jewelcase/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM
1537,000000,Star Wars: X-Wing - CD-ROM para Coleccionistas,juegos/star-wars-x-wing-cd-rom-para-coleccionistas-jewelcase/,tipo_edicion,[],"[""Compilación""]","descripcion: Esta recopilación reúne el juego original y las ampliaciones Tour of Duty: Imperial Pursuit y B-Wing, además de incorporar misiones nuevas o revisadas, secuencias gráficas mejoradas, voces digitalizadas y efectos de sonido actualizados"
1538,000000,Chaos Control,juegos/chaos-control-jewelcase/,mercado,[],"[""Europa""]",tags: edición europea
1538,000000,Chaos Control,juegos/chaos-control-jewelcase/,idioma,[],"[""Español""]",descripcion: Esta edición física para PC en caja jewel case presenta textos comerciales en castellano y constituye un ejemplo representativo de las reediciones económicas y distribuciones compactas de juegos multimedia de la década de 1990
1538,000000,Chaos Control,juegos/chaos-control-jewelcase/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM
1539,000000,TerraTopia,juegos/terratopia-jewelcase/,mercado,[],"[""España""]",descripcion: Esta primera edición española de la serie de aventuras de Virgin incorpora textos y voces en castellano y constituye un ejemplo representativo del software ludoeducativo comercializado para Windows 3 || tags: edición española
1539,000000,TerraTopia,juegos/terratopia-jewelcase/,idioma,[],"[""Español""]",tags: voces en castellano || descripcion: Esta primera edición española de la serie de aventuras de Virgin incorpora textos y voces en castellano y constituye un ejemplo representativo del software ludoeducativo comercializado para Windows 3
1539,000000,TerraTopia,juegos/terratopia-jewelcase/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM
1540,000000,The Rise & Rule of Ancient Empires,juegos/the-rise-and-rule-of-ancient-empires-jewelcase/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM
1541,000000,"Simon the Sorcerer II: El León, el Mago y el Armario",juegos/simon-the-sorcerer-ii-el-leon-el-mago-y-el-armario-jewelcase/,mercado,[],"[""España""]",descripcion: La versión española en CD-ROM fue distribuida por Erbe Software y destaca por su localización completa al castellano || descripcion: un elemento especialmente relevante dentro del mercado español de aventuras gráficas de mediados de los años noventa || tags: edición española
1541,000000,"Simon the Sorcerer II: El León, el Mago y el Armario",juegos/simon-the-sorcerer-ii-el-leon-el-mago-y-el-armario-jewelcase/,idioma,[],"[""Español""]","tags: voces en castellano || descripcion: La versión española en CD-ROM fue distribuida por Erbe Software y destaca por su localización completa al castellano, incluidas las voces, un elemento especialmente relevante dentro del mercado español de aventuras gráficas de mediados de los años noventa"
1541,000000,"Simon the Sorcerer II: El León, el Mago y el Armario",juegos/simon-the-sorcerer-ii-el-leon-el-mago-y-el-armario-jewelcase/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM
1542,000000,MegaRace,juegos/megarace-jewelcase/,mercado,[],"[""España""]",descripcion: Esta edición española en caja jewel case fue comercializada por Siro Software y conserva interés documental como reedición económica localizada para el mercado de compatibles PC || tags: edición española
1542,000000,MegaRace,juegos/megarace-jewelcase/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM
1542,000000,MegaRace,juegos/megarace-jewelcase/,tipo_edicion,[],"[""Reedición"", ""Budget""]",descripcion: Esta edición española en caja jewel case fue comercializada por Siro Software y conserva interés documental como reedición económica localizada para el mercado de compatibles PC
1543,000000,Expert Pool,juegos/expert-pool-jewelcase/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM
1544,000000,Virtual Chess Platinum,juegos/virtual-chess-platinum-jewelcase/,mercado,[],"[""Europa""]",tags: edición europea
1544,000000,Virtual Chess Platinum,juegos/virtual-chess-platinum-jewelcase/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM
1544,000000,Virtual Chess Platinum,juegos/virtual-chess-platinum-jewelcase/,tipo_edicion,[],"[""Reedición""]","descripcion: La denominación Platinum identifica esta reedición comercial en estuche Jewel Case, distribuida mediante la línea Versus, y conserva interés documental como ejemplo de los programas de ajedrez orientados al mercado doméstico anterior a la generalización del juego en línea"
1545,000000,Gunman Chronicles,juegos/gunman-chronicles-jewelcase/,mercado,[],"[""España""]",descripcion: Esta edición física española en estuche jewel case conserva la documentación localizada al castellano y representa uno de los pocos títulos comerciales independientes derivados directamente de la tecnología original de Half-Life || tags: edición española
1545,000000,Gunman Chronicles,juegos/gunman-chronicles-jewelcase/,idioma,[],"[""Español""]",incluye: Manual de instrucciones en castellano || tags: manual en castellano || descripcion: Esta edición física española en estuche jewel case conserva la documentación localizada al castellano y representa uno de los pocos títulos comerciales independientes derivados directamente de la tecnología original de Half-Life
1545,000000,Gunman Chronicles,juegos/gunman-chronicles-jewelcase/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM
1546,000000,UEFA Champions League Season 1999/2000,juegos/uefa-champions-league-season-1999-2000-jewelcase/,mercado,[],"[""España"", ""Europa""]",descripcion: Esta edición física europea distribuida en España por Proein conserva el lanzamiento para PC CD-ROM en caja jewel case con documentación impresa || tags: edición española
1546,000000,UEFA Champions League Season 1999/2000,juegos/uefa-champions-league-season-1999-2000-jewelcase/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM
1547,000000,SiN,juegos/sin-jewelcase/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM en caja jewel case
1548,000000,Viva Football,juegos/viva-football-jewelcase/,mercado,[],"[""Europa""]",descripcion: Esta edición europea para PC CD-ROM en formato jewel case conserva interés documental por representar una propuesta singular de simulación futbolística centrada en la memoria histórica de los mundiales || tags: edición europea
1548,000000,Viva Football,juegos/viva-football-jewelcase/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM en caja jewel case
1549,000000,La Colección de Videojuegos '99,juegos/la-coleccion-de-videojuegos-99-jewelcase/,mercado,[],"[""España""]",tags: edición española
1549,000000,La Colección de Videojuegos '99,juegos/la-coleccion-de-videojuegos-99-jewelcase/,soporte,[],"[""CD-ROM""]",incluye: 12 CD-ROM en estuches jewel case
1550,000000,La colección de videojuegos 2000: Edición especial,juegos/la-coleccion-de-videojuegos-2000-edicion-especial-jewelcase/,anio,"""""","""2000""",descripcion: Edición especial es una recopilación española para PC distribuida en el año 2000
1550,000000,La colección de videojuegos 2000: Edición especial,juegos/la-coleccion-de-videojuegos-2000-edicion-especial-jewelcase/,mercado,[],"[""España""]",tags: edición española
1550,000000,La colección de videojuegos 2000: Edición especial,juegos/la-coleccion-de-videojuegos-2000-edicion-especial-jewelcase/,idioma,[],"[""Español""]",tags: software en castellano
1550,000000,La colección de videojuegos 2000: Edición especial,juegos/la-coleccion-de-videojuegos-2000-edicion-especial-jewelcase/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM de cada entrega
1550,000000,La colección de videojuegos 2000: Edición especial,juegos/la-coleccion-de-videojuegos-2000-edicion-especial-jewelcase/,tipo_edicion,[],"[""Budget"", ""Compilación"", ""Edición especial""]",titulo: La colección de videojuegos 2000: Edición especial || tags: edición especial || descripcion: La colección de videojuegos 2000: Edición especial es una recopilación española para PC distribuida en el año 2000 por el diario El Mundo en colaboración con Dinamic Multimedia || descripcion: Como edición de quiosco constituye un documento representativo de la popularización del videojuego físico para PC en España mediante prensa generalista y colecciones de precio reducido
